study,dataset,method,seed,case,kind,wait,mse,nmse,difference_error,difference_target_energy,difference_output_energy,repeat_mse,wrong_mse,wrong_ratio,repeat_vs_difference,source_file,source_pointer
t1,t02,graph32_behavior,977,reset_ring4,reset,256,0.03781124244811575,0.15429530061952137,0.39234006867665494,0.0807072013641175,0.04230221989721694,0.014740688202224994,0.08348361862137142,2.2079046658127384,0.18264402622166398,results/source_records/t1/run/datasets/t02/summary.json,/records/123
t1,t02,graph32_behavior,977,reset_null,reset,0,0.05870044018354082,0.23953727722768897,,0.0,0.0,0.01833447846090387,0.05870044018354082,1.0,,results/source_records/t1/run/datasets/t02/summary.json,/records/124
t1,t02,graph32_behavior,977,reset_null,reset,256,0.05725460265874313,0.23363728767189057,,0.0,0.0,0.019394451656630386,0.05725460265874313,1.0,,results/source_records/t1/run/datasets/t02/summary.json,/records/125
t1,t02,graph32_behavior,983,ring4,general,0,0.008333659329870286,0.011403494348586792,,,,0.0033166006885762787,0.023294810704440606,2.7952679348128804,,results/source_records/t1/run/datasets/t02/summary.json,/records/126
t1,t02,graph32_behavior,983,ring8,general,0,0.011493651512078276,0.015727519553484164,,,,0.003896459626143266,0.02257548264653646,1.964169752564072,,results/source_records/t1/run/datasets/t02/summary.json,/records/127
t1,t02,graph32_behavior,983,long8,general,0,0.16920052241769654,0.23152820685293932,,,,0.01904882075436481,0.2798340106713398,1.6538602048788484,,results/source_records/t1/run/datasets/t02/summary.json,/records/128
t1,t02,graph32_behavior,983,reset_iso,reset,0,0.040952151271363764,0.16711232115955152,0.28154858025032714,0.11634346638986204,0.061956910159122545,0.01723027830104631,0.11372417050605647,2.777001133651783,0.14809837488689204,results/source_records/t1/run/datasets/t02/summary.json,/records/129
t1,t02,graph32_behavior,983,reset_iso,reset,256,0.04053863745695757,0.16542490667187162,0.28267486959855964,0.11634346638986204,0.062188920838215846,0.0170035170719908,0.11336114401793547,2.7963728218122315,0.14614930773175294,results/source_records/t1/run/datasets/t02/summary.json,/records/130
t1,t02,graph32_behavior,983,reset_ring4,reset,0,0.04626888105944721,0.18880815466967146,0.3537631882470902,0.0807072013641175,0.04444736856873299,0.011408625211855034,0.09457054761997308,2.0439341832897773,0.14135820619505857,results/source_records/t1/run/datasets/t02/summary.json,/records/131
t1,t02,graph32_behavior,983,reset_ring4,reset,256,0.04501564104585811,0.18369409249859942,0.35782211705619793,0.0807072013641175,0.04671403757707419,0.012341960166959959,0.09428684969760524,2.0945353105502553,0.15292266313730965,results/source_records/t1/run/datasets/t02/summary.json,/records/132
t1,t02,graph32_behavior,983,reset_null,reset,0,0.0613787261803678,0.2504664854808303,,0.0,0.0,0.0197258842067981,0.0613787261803678,1.0,,results/source_records/t1/run/datasets/t02/summary.json,/records/133
t1,t02,graph32_behavior,983,reset_null,reset,256,0.06062116935195703,0.24737514409641523,,0.0,0.0,0.02002231338797689,0.06062116935195703,1.0,,results/source_records/t1/run/datasets/t02/summary.json,/records/134
t1,t02,node32_behavior,971,ring4,general,0,0.01178108942281663,0.016120839757842148,,,,0.002479288431391623,0.02405951407851335,2.042214706554802,,results/source_records/t1/run/datasets/t02/summary.json,/records/135
t1,t02,node32_behavior,971,ring8,general,0,0.01641813193933839,0.022466010113172192,,,,0.0026255178759397157,0.025137102895243846,1.5310574301705122,,results/source_records/t1/run/datasets/t02/summary.json,/records/136
t1,t02,node32_behavior,971,long8,general,0,0.2627030827255032,0.35947391183594646,,,,0.018784168722506947,0.3437731828394908,1.308599728914096,,results/source_records/t1/run/datasets/t02/summary.json,/records/137
t1,t02,node32_behavior,971,reset_iso,reset,0,0.04420655898404125,0.18039249350657488,0.3822049279849123,0.11634346638986204,0.03944905750954635,0.019086314216070866,0.09986929774473752,2.259151131414475,0.16405144876905622,results/source_records/t1/run/datasets/t02/summary.json,/records/138
t1,t02,node32_behavior,971,reset_iso,reset,256,0.22051411302980392,0.899845896560224,0.6464611924238326,0.11634346638986204,0.03754651546202282,0.04516710031629546,0.25985333594409105,1.1783977559249017,0.3882220610905851,results/source_records/t1/run/datasets/t02/summary.json,/records/139
t1,t02,node32_behavior,971,reset_ring4,reset,0,0.05683653023968538,0.23193127101116429,0.4239977407404793,0.0807072013641175,0.02981918511772325,0.015302600970601035,0.09498988795163273,1.671282317042416,0.18960638842576177,results/source_records/t1/run/datasets/t02/summary.json,/records/140
t1,t02,node32_behavior,971,reset_ring4,reset,256,0.2330227526608012,0.9508895594299205,0.6032386583399313,0.0807072013641175,0.030223120682646112,0.05137299755109349,0.26414506174955865,1.1335590998449003,0.6365354848487408,results/source_records/t1/run/datasets/t02/summary.json,/records/141
t1,t02,node32_behavior,971,reset_null,reset,0,0.0899991564692642,0.36725709085024966,,0.0,0.0,0.01742998098793968,0.0899991564692642,1.0,,results/source_records/t1/run/datasets/t02/summary.json,/records/142
t1,t02,node32_behavior,971,reset_null,reset,256,0.25539555155151844,1.042185626605712,,0.0,0.0,0.053079713999724894,0.25539555155151844,1.0,,results/source_records/t1/run/datasets/t02/summary.json,/records/143
t1,t02,node32_behavior,977,ring4,general,0,0.012201924780428098,0.016696696465232006,,,,0.0026369425243074913,0.02201122889338929,1.8039144880400613,,results/source_records/t1/run/datasets/t02/summary.json,/records/144
t1,t02,node32_behavior,977,ring8,general,0,0.015753325141446894,0.021556311232695424,,,,0.0023050702019509622,0.022372329823268765,1.420165560120848,,results/source_records/t1/run/datasets/t02/summary.json,/records/145
t1,t02,node32_behavior,977,long8,general,0,0.17876097669319693,0.24461040543883808,,,,0.015277022076878448,0.24038152597907367,1.3447091777286189,,results/source_records/t1/run/datasets/t02/summary.json,/records/146
t1,t02,node32_behavior,977,reset_iso,reset,0,0.04674216749669737,0.19073948166097204,0.42552983894608865,0.11634346638986204,0.03473720739272346,0.008755917419008706,0.09752869614901981,2.086524895447153,0.07525921042843951,results/source_records/t1/run/datasets/t02/summary.json,/records/147
t1,t02,node32_behavior,977,reset_iso,reset,256,0.0770725989215602,0.3145080417933355,0.4793465163998169,0.11634346638986204,0.043709601679933874,0.015606043868745206,0.1292147152153316,1.6765324774741082,0.13413769034910833,results/source_records/t1/run/datasets/t02/summary.json,/records/148
t1,t02,node32_behavior,977,reset_ring4,reset,0,0.04786848620185357,0.19533561952774364,0.461181525511261,0.0807072013641175,0.027809702816175678,0.009979618488788956,0.08351660318215658,1.7447095115976874,0.12365214404802671,results/source_records/t1/run/datasets/t02/summary.json,/records/149
t1,t02,node32_behavior,977,reset_ring4,reset,256,0.0981476273223587,0.40050833250391493,0.5063361745843591,0.0807072013641175,0.03739885641668159,0.016873642376562584,0.13676816843472736,1.39349439376178,0.20907232677336549,results/source_records/t1/run/datasets/t02/summary.json,/records/150
t1,t02,node32_behavior,977,reset_null,reset,0,0.08051557935484492,0.3285577176724012,,0.0,0.0,0.011260289801160159,0.08051557935484492,1.0,,results/source_records/t1/run/datasets/t02/summary.json,/records/151
t1,t02,node32_behavior,977,reset_null,reset,256,0.14486310096697416,0.5911388852943977,,0.0,0.0,0.018312818388443886,0.14486310096697416,1.0,,results/source_records/t1/run/datasets/t02/summary.json,/records/152
t1,t02,node32_behavior,983,ring4,general,0,0.015450878476270838,0.021142453562185422,,,,0.0027874095631887446,0.023702894285667433,1.534080688167335,,results/source_records/t1/run/datasets/t02/summary.json,/records/153
t1,t02,node32_behavior,983,ring8,general,0,0.01779699595172722,0.02435280045944742,,,,0.0025663050298977406,0.025583371758313055,1.4375106803252464,,results/source_records/t1/run/datasets/t02/summary.json,/records/154
t1,t02,node32_behavior,983,long8,general,0,0.19050182625809498,0.2606761823516323,,,,0.014899104465842278,0.2553524901517724,1.3404201690214597,,results/source_records/t1/run/datasets/t02/summary.json,/records/155
t1,t02,node32_behavior,983,reset_iso,reset,0,0.050295154762186246,0.20523805940483184,0.32685292911005287,0.11634346638986204,0.04591428887459429,0.01443797853305119,0.11241043101070584,2.235015113130145,0.12409788861430461,results/source_records/t1/run/datasets/t02/summary.json,/records/156
t1,t02,node32_behavior,983,reset_iso,reset,256,0.19127090818294293,0.7805139521229019,0.6040180498031349,0.11634346638986204,0.03184450636620206,0.019942480974636564,0.2302281177393494,1.2036755611530086,0.1714104074208186,results/source_records/t1/run/datasets/t02/summary.json,/records/157
t1,t02,node32_behavior,983,reset_ring4,reset,0,0.04793888829058757,0.19562290740145896,0.4689281130420505,0.0807072013641175,0.02837470599575403,0.011661917480583059,0.08355690412411099,1.7429879395120798,0.144496615958337,results/source_records/t1/run/datasets/t02/summary.json,/records/158
t1,t02,node32_behavior,983,reset_ring4,reset,256,0.2056674387413174,0.8392614797512412,0.7031823058103602,0.0807072013641175,0.019611032541655613,0.025279855447994482,0.22745061772091912,1.1059145731230697,0.3132292412661199,results/source_records/t1/run/datasets/t02/summary.json,/records/159
t1,t02,node32_behavior,983,reset_null,reset,0,0.08023715295080151,0.3274215506773272,,0.0,0.0,0.010788333585892818,0.08023715295080151,1.0,,results/source_records/t1/run/datasets/t02/summary.json,/records/160
t1,t02,node32_behavior,983,reset_null,reset,256,0.2779149051760028,1.1340797356663963,,0.0,0.0,0.02525403122007332,0.2779149051760028,1.0,,results/source_records/t1/run/datasets/t02/summary.json,/records/161
t1,t03,fixed_behavior,971,ring4,general,0,0.01608235823525273,0.021792287638955934,,,,0.005143989509320336,0.024138456108654477,1.5009276472739355,,results/source_records/t1/run/datasets/t03/summary.json,/records/0
t1,t03,fixed_behavior,971,ring8,general,0,0.019858875916591044,0.026909631649172493,,,,0.004352708576537775,0.033495996310736846,1.6867015258780436,,results/source_records/t1/run/datasets/t03/summary.json,/records/1
t1,t03,fixed_behavior,971,long8,general,0,0.07036982021594944,0.0953541353087194,,,,0.049516816913284974,0.1640858725731618,2.3317648399501163,,results/source_records/t1/run/datasets/t03/summary.json,/records/2
t1,t03,fixed_behavior,971,reset_iso,reset,0,0.03365369472834629,0.12613378826455585,0.4393561508076686,0.09532841666131771,0.04408814353874644,0.040024172361304296,0.08242041163923236,2.449074679750101,0.4198556292349003,results/source_records/t1/run/datasets/t03/summary.json,/records/3
t1,t03,fixed_behavior,971,reset_iso,reset,256,0.033192332366592275,0.12440460569127659,0.4432048115846363,0.09532841666131771,0.045042970168088454,0.040931741076339116,0.0822530192856024,2.4780728987996388,0.429376071793589,results/source_records/t1/run/datasets/t03/summary.json,/records/4
t1,t03,fixed_behavior,971,reset_ring4,reset,0,0.0286088606415552,0.10722578901901834,0.3201969150520441,0.08167569250342131,0.05076907244274303,0.02529735061367007,0.08175509079428048,2.857684261481173,0.3097292454864755,results/source_records/t1/run/datasets/t03/summary.json,/records/5
t1,t03,fixed_behavior,971,reset_ring4,reset,256,0.028133320342737567,0.10544346764698175,0.3200505164394051,0.08167569250342131,0.05076523300710333,0.025445444862954497,0.08128360932228697,2.88922915361712,0.31154244406178266,results/source_records/t1/run/datasets/t03/summary.json,/records/6
t1,t03,fixed_behavior,971,reset_null,reset,0,0.029933238340620935,0.11218954641994207,,0.0,0.0,0.03120462410472134,0.029933238340620935,1.0,,results/source_records/t1/run/datasets/t03/summary.json,/records/7
t1,t03,fixed_behavior,971,reset_null,reset,256,0.02941750622951413,0.11025658644545268,,0.0,0.0,0.03168398357428136,0.02941750622951413,1.0,,results/source_records/t1/run/datasets/t03/summary.json,/records/8
t1,t03,fixed_behavior,977,ring4,general,0,0.01860885888622371,0.02521580476875601,,,,0.005673410225826848,0.029354309696806493,1.577437384864997,,results/source_records/t1/run/datasets/t03/summary.json,/records/9
t1,t03,fixed_behavior,977,ring8,general,0,0.019635291639498263,0.026606665330012064,,,,0.006150207894412472,0.036259155955257354,1.8466319024423656,,results/source_records/t1/run/datasets/t03/summary.json,/records/10
t1,t03,fixed_behavior,977,long8,general,0,0.07835810837892636,0.10617860960807107,,,,0.09022609250086623,0.169451671790216,2.162528872835684,,results/source_records/t1/run/datasets/t03/summary.json,/records/11
t1,t03,fixed_behavior,977,reset_iso,reset,0,0.04710155282661157,0.1765362566909917,0.47736148410024515,0.09532841666131771,0.04239519254048222,0.052613877267190634,0.09321030012880897,1.9789220213594902,0.551922282042268,results/source_records/t1/run/datasets/t03/summary.json,/records/12
t1,t03,fixed_behavior,977,reset_iso,reset,256,0.04559969878634527,0.1709073193321567,0.48454232392858715,0.09532841666131771,0.041813375661962776,0.05213593964322499,0.09107526868299058,1.9972778572445937,0.5469086917540368,results/source_records/t1/run/datasets/t03/summary.json,/records/13
t1,t03,fixed_behavior,977,reset_ring4,reset,0,0.03744453626866345,0.14034183311818976,0.35382511803241773,0.08167569250342131,0.059364842472181434,0.0445600277479341,0.09351534794907324,2.4974364024193902,0.5455726958919573,results/source_records/t1/run/datasets/t03/summary.json,/records/14
t1,t03,fixed_behavior,977,reset_ring4,reset,256,0.03670916168884387,0.1375856548651086,0.35256569978236885,0.08167569250342131,0.05992029709275574,0.044686070897173996,0.0931091326823492,2.5364004079299263,0.5471159108360439,results/source_records/t1/run/datasets/t03/summary.json,/records/15
t1,t03,fixed_behavior,977,reset_null,reset,0,0.04801266751349224,0.17995110750982127,,0.0,0.0,0.05470568796449197,0.04801266751349224,1.0,,results/source_records/t1/run/datasets/t03/summary.json,/records/16
t1,t03,fixed_behavior,977,reset_null,reset,256,0.045962055509390386,0.17226542953520416,,0.0,0.0,0.0543935494992801,0.045962055509390386,1.0,,results/source_records/t1/run/datasets/t03/summary.json,/records/17
t1,t03,fixed_behavior,983,ring4,general,0,0.015395985490278702,0.020862223026091732,,,,0.0037144670856604123,0.025592032158979993,1.6622535904011637,,results/source_records/t1/run/datasets/t03/summary.json,/records/18
t1,t03,fixed_behavior,983,ring8,general,0,0.017421469488250258,0.023606841025903685,,,,0.003885849065089116,0.03216801633509397,1.8464582655779627,,results/source_records/t1/run/datasets/t03/summary.json,/records/19
t1,t03,fixed_behavior,983,long8,general,0,0.07031201105371386,0.09527580140562034,,,,0.030069437005763835,0.175398833690292,2.494578537318447,,results/source_records/t1/run/datasets/t03/summary.json,/records/20
t1,t03,fixed_behavior,983,reset_iso,reset,0,0.03136894551114606,0.11757056582119041,0.41601571723975944,0.09532841666131771,0.048049725417325405,0.022863513779601264,0.08322895662716946,2.653227747091353,0.23983943697324414,results/source_records/t1/run/datasets/t03/summary.json,/records/21
t1,t03,fixed_behavior,983,reset_iso,reset,256,0.0313482283537258,0.11749291807497461,0.41262315800713373,0.09532841666131771,0.04743952193635612,0.023145910063657335,0.08306484142898725,2.6497459598578823,0.2428017885358361,results/source_records/t1/run/datasets/t03/summary.json,/records/22
t1,t03,fixed_behavior,983,reset_ring4,reset,0,0.027741089841603717,0.1039733907540798,0.3270773371146904,0.08167569250342131,0.05557589190606668,0.018643628649580555,0.08300974807325795,2.9923030618922195,0.22826410255168136,results/source_records/t1/run/datasets/t03/summary.json,/records/23
t1,t03,fixed_behavior,983,reset_ring4,reset,256,0.027910222151995272,0.10460729734887798,0.32793308413251493,0.08167569250342131,0.05556733240583903,0.018607284466210974,0.08313965380360093,2.9788245092007397,0.22781912091448178,results/source_records/t1/run/datasets/t03/summary.json,/records/24
t1,t03,fixed_behavior,983,reset_null,reset,0,0.03143934620199398,0.11783442706747463,,0.0,0.0,0.029284412536188558,0.03143934620199398,1.0,,results/source_records/t1/run/datasets/t03/summary.json,/records/25
t1,t03,fixed_behavior,983,reset_null,reset,256,0.031016474290329332,0.11624950640424624,,0.0,0.0,0.028988104743934522,0.031016474290329332,1.0,,results/source_records/t1/run/datasets/t03/summary.json,/records/26
t1,t03,free_behavior,971,ring4,general,0,0.017033720403577386,0.02308142432635456,,,,0.0019201800962409185,0.024401448596697007,1.4325378143210725,,results/source_records/t1/run/datasets/t03/summary.json,/records/27
t1,t03,free_behavior,971,ring8,general,0,0.019200725830511082,0.02601780995389282,,,,0.0021091630632354003,0.031010840273106244,1.615086874675758,,results/source_records/t1/run/datasets/t03/summary.json,/records/28
t1,t03,free_behavior,971,long8,general,0,0.1593945939546698,0.21598653560275982,,,,0.012727189174830338,0.21360881667516093,1.3401258560620264,,results/source_records/t1/run/datasets/t03/summary.json,/records/29
t1,t03,free_behavior,971,reset_iso,reset,0,0.0671826479810982,0.25180004644073845,0.5395302141940204,0.09532841666131771,0.01835767227462638,0.010105011726178198,0.09830941186928395,1.4633155260111694,0.10600209339550062,results/source_records/t1/run/datasets/t03/summary.json,/records/30
t1,t03,free_behavior,971,reset_iso,reset,256,0.057308841548751356,0.2147930960908312,0.7251842053358537,0.09532841666131771,0.004163841190496745,0.002460437251625846,0.072489639398038,1.264894516082177,0.025810113477152088,results/source_records/t1/run/datasets/t03/summary.json,/records/31
t1,t03,free_behavior,971,reset_ring4,reset,0,0.06256925522327425,0.23450908596838155,0.41644536093644763,0.08167569250342131,0.028090957044888547,0.00789771927760232,0.10044584837573552,1.6053547068332705,0.09669607977026326,results/source_records/t1/run/datasets/t03/summary.json,/records/32
t1,t03,free_behavior,971,reset_ring4,reset,256,0.05461222277267122,0.20468618971761138,0.6420864897378872,0.08167569250342131,0.005880111249525063,0.0018514043493278326,0.07216869531452631,1.3214751506258158,0.02266775208854555,results/source_records/t1/run/datasets/t03/summary.json,/records/33
t1,t03,free_behavior,971,reset_null,reset,0,0.06357274548295537,0.23827015972155702,,0.0,0.0,0.009761085671712185,0.06357274548295537,1.0,,results/source_records/t1/run/datasets/t03/summary.json,/records/34
t1,t03,free_behavior,971,reset_null,reset,256,0.06116910263975511,0.2292613248849924,,0.0,0.0,0.002040446612738501,0.06116910263975511,1.0,,results/source_records/t1/run/datasets/t03/summary.json,/records/35
t1,t03,free_behavior,977,ring4,general,0,0.019707414687464214,0.02670439516438592,,,,0.0003546744124201977,0.020127500675380765,1.0213161388532492,,results/source_records/t1/run/datasets/t03/summary.json,/records/36
t1,t03,free_behavior,977,ring8,general,0,0.022995547768948948,0.03115995702034627,,,,0.0005293420013003622,0.02255568160561852,0.980871681433726,,results/source_records/t1/run/datasets/t03/summary.json,/records/37
t1,t03,free_behavior,977,long8,general,0,0.10303076945454119,0.13961112734665015,,,,0.0009388017349065664,0.10357457755047532,1.0052781135073834,,results/source_records/t1/run/datasets/t03/summary.json,/records/38
t1,t03,free_behavior,977,reset_iso,reset,0,0.044564001818945896,0.16702553508686965,0.993682161901913,0.09532841666131771,6.564925733037751e-05,0.0015964761034688484,0.04489796119801795,1.007493927058635,0.016747116540714195,results/source_records/t1/run/datasets/t03/summary.json,/records/39
t1,t03,free_behavior,977,reset_iso,reset,256,0.044227148893605656,0.16576301292090448,0.9998606365576569,0.09532841666131771,3.153467017693014e-07,2.1040442680307026e-06,0.044233949215154666,1.0001537589855807,2.2071532725713256e-05,results/source_records/t1/run/datasets/t03/summary.json,/records/40
t1,t03,free_behavior,977,reset_ring4,reset,0,0.041439728131568675,0.1553157814046912,0.9964912320174737,0.08167569250342131,0.00013120962092788625,0.0006448397156232068,0.041648623470041786,1.005040943748711,0.007895123945183508,results/source_records/t1/run/datasets/t03/summary.json,/records/41
t1,t03,free_behavior,977,reset_ring4,reset,256,0.04260628894725571,0.15968804234398293,1.0004064087859101,0.08167569250342131,1.0810645641879728e-06,3.901250582240787e-06,0.04259023261996656,0.9996231465427786,4.7765136268386915e-05,results/source_records/t1/run/datasets/t03/summary.json,/records/42
t1,t03,free_behavior,977,reset_null,reset,0,0.05173815294981801,0.1939141981897994,,0.0,0.0,0.001191078996504341,0.05173815294981801,1.0,,results/source_records/t1/run/datasets/t03/summary.json,/records/43
t1,t03,free_behavior,977,reset_null,reset,256,0.04960645508254307,0.18592461102544008,,0.0,0.0,1.3852195345665236e-06,0.04960645508254307,1.0,,results/source_records/t1/run/datasets/t03/summary.json,/records/44
t1,t03,free_behavior,983,ring4,general,0,0.01865566554456379,0.025279229805497794,,,,8.969607545763141e-05,0.01857401143692106,0.995623093293151,,results/source_records/t1/run/datasets/t03/summary.json,/records/45
t1,t03,free_behavior,983,ring8,general,0,0.015894907845234365,0.02153828429208605,,,,0.00010972602716112571,0.015770249876734883,0.9921573645023141,,results/source_records/t1/run/datasets/t03/summary.json,/records/46
t1,t03,free_behavior,983,long8,general,0,0.09570627791071225,0.1296861260379281,,,,0.00013054846746990504,0.09637536921465921,1.0069910910606217,,results/source_records/t1/run/datasets/t03/summary.json,/records/47
t1,t03,free_behavior,983,reset_iso,reset,0,0.045476260478222175,0.17044467350541426,1.002020522103305,0.09532841666131771,1.5636624342815546e-05,0.0001132502384063994,0.04538777220325411,0.9980541875247099,0.0011880008330438787,results/source_records/t1/run/datasets/t03/summary.json,/records/48
t1,t03,free_behavior,983,reset_iso,reset,256,0.04567394460778882,0.17118559209825512,1.0000831743408325,0.09532841666131771,2.1258104274002265e-08,1.604632279487225e-07,0.04566999079771111,0.9999134340133821,1.6832675247173717e-06,results/source_records/t1/run/datasets/t03/summary.json,/records/49
t1,t03,free_behavior,983,reset_ring4,reset,0,0.041077502694673654,0.1539581632611217,0.9969249195443239,0.08167569250342131,2.1896078165491368e-05,8.152083332447556e-05,0.041214030395831915,1.003323661181963,0.0009981039747053353,results/source_records/t1/run/datasets/t03/summary.json,/records/50
t1,t03,free_behavior,983,reset_ring4,reset,256,0.041119057588221646,0.15411391068161884,0.9999492483397158,0.08167569250342131,6.177337902974502e-08,2.720794887841979e-07,0.04112116106338227,1.0000511557239877,3.331217409302049e-06,results/source_records/t1/run/datasets/t03/summary.json,/records/51
t1,t03,free_behavior,983,reset_null,reset,0,0.05390632484462893,0.20204048972803254,,0.0,0.0,0.00011973583989405279,0.05390632484462893,1.0,,results/source_records/t1/run/datasets/t03/summary.json,/records/52
t1,t03,free_behavior,983,reset_null,reset,256,0.05355961809873813,0.20074103551864828,,0.0,0.0,1.6721606790447153e-07,0.05355961809873813,1.0,,results/source_records/t1/run/datasets/t03/summary.json,/records/53
t1,t03,gru4_behavior,971,ring4,general,0,0.011765000194252537,0.01594208166209865,,,,0.0030218551820204143,0.019065437964586603,1.6205216871904933,,results/source_records/t1/run/datasets/t03/summary.json,/records/54
t1,t03,gru4_behavior,971,ring8,general,0,0.014813271031806801,0.020072619853183767,,,,0.0036449411533897784,0.023922612123350753,1.6149446041987978,,results/source_records/t1/run/datasets/t03/summary.json,/records/55
t1,t03,gru4_behavior,971,long8,general,0,0.2690498586353595,0.36457413911785364,,,,0.02010056743698996,0.3459018337064998,1.2856421313913307,,results/source_records/t1/run/datasets/t03/summary.json,/records/56
t1,t03,gru4_behavior,971,reset_iso,reset,0,0.07893426406620511,0.2958450128852909,0.5046712260328985,0.09532841666131771,0.032904881067486486,0.01633862889843025,0.11899615839242045,1.5075349064205366,0.17139305855124023,results/source_records/t1/run/datasets/t03/summary.json,/records/57
t1,t03,gru4_behavior,971,reset_iso,reset,256,0.07913303977462521,0.29659002270725493,0.5045751165603912,0.09532841666131771,0.03407853854464659,0.01664976060689169,0.11978634371830355,1.5137336321144865,0.17465684619566135,results/source_records/t1/run/datasets/t03/summary.json,/records/58
t1,t03,gru4_behavior,971,reset_ring4,reset,0,0.06239301855927351,0.23384855231105336,0.37826639136565254,0.08167569250342131,0.040107948107346934,0.010802976228832037,0.10783725411553917,1.7283544955128838,0.13226672339973747,results/source_records/t1/run/datasets/t03/summary.json,/records/59
t1,t03,gru4_behavior,971,reset_ring4,reset,256,0.06224776411062246,0.23330413975788414,0.3792195793404276,0.08167569250342131,0.04020069211968271,0.010858793663671316,0.10769944555006633,1.73017371931095,0.13295012666365152,results/source_records/t1/run/datasets/t03/summary.json,/records/60
t1,t03,gru4_behavior,971,reset_null,reset,0,0.03808524311665665,0.14274319744257566,,0.0,0.0,0.014643569561743489,0.03808524311665665,1.0,,results/source_records/t1/run/datasets/t03/summary.json,/records/61
t1,t03,gru4_behavior,971,reset_null,reset,256,0.03780536385421141,0.1416942121256924,,0.0,0.0,0.015173907344448853,0.03780536385421141,1.0,,results/source_records/t1/run/datasets/t03/summary.json,/records/62
t1,t03,gru4_behavior,977,ring4,general,0,0.014524595475207465,0.019681452048579174,,,,0.0024436339984742557,0.022143771054111763,1.5245705873123787,,results/source_records/t1/run/datasets/t03/summary.json,/records/63
t1,t03,gru4_behavior,977,ring8,general,0,0.015624054330558476,0.021171266121398823,,,,0.0020490131812977985,0.024108415487871234,1.5430319799079633,,results/source_records/t1/run/datasets/t03/summary.json,/records/64
t1,t03,gru4_behavior,977,long8,general,0,0.30062451055031836,0.40735915152495233,,,,0.020432223111615428,0.36375637968355395,1.2100024013932444,,results/source_records/t1/run/datasets/t03/summary.json,/records/65
t1,t03,gru4_behavior,977,reset_iso,reset,0,0.08275187913559626,0.31015340471938485,0.485077164260335,0.09532841666131771,0.02778568002699859,0.011806313374013023,0.12118810842253684,1.4644756069401086,0.12384883529491977,results/source_records/t1/run/datasets/t03/summary.json,/records/66
t1,t03,gru4_behavior,977,reset_iso,reset,256,0.0827878475480233,0.3102882140517303,0.4880254632699097,0.09532841666131771,0.02747950222495542,0.01172971902086555,0.12093045957209321,1.4607271858583382,0.12304535658594681,results/source_records/t1/run/datasets/t03/summary.json,/records/67
t1,t03,gru4_behavior,977,reset_ring4,reset,0,0.07219724709254156,0.2705947252318807,0.41644332843505544,0.08167569250342131,0.03028373574443101,0.008189430839393106,0.11117031259832645,1.5398137335600854,0.10026766334488146,results/source_records/t1/run/datasets/t03/summary.json,/records/68
t1,t03,gru4_behavior,977,reset_ring4,reset,256,0.07221934655397853,0.27067755384288916,0.4161539131411055,0.08167569250342131,0.030338885210032075,0.008154242922073883,0.11123180591226699,1.540194023067345,0.09983683850286681,results/source_records/t1/run/datasets/t03/summary.json,/records/69
t1,t03,gru4_behavior,977,reset_null,reset,0,0.04524541487058114,0.16957946594853132,,0.0,0.0,0.011170946312657875,0.04524541487058114,1.0,,results/source_records/t1/run/datasets/t03/summary.json,/records/70
t1,t03,gru4_behavior,977,reset_null,reset,256,0.045229423254926064,0.16951952949640245,,0.0,0.0,0.010956301193098613,0.045229423254926064,1.0,,results/source_records/t1/run/datasets/t03/summary.json,/records/71
t1,t03,gru4_behavior,983,ring4,general,0,0.01283931421641086,0.017397823403637463,,,,0.0037372512228746077,0.019759427942947386,1.538978453980932,,results/source_records/t1/run/datasets/t03/summary.json,/records/72
t1,t03,gru4_behavior,983,ring8,general,0,0.015068380352695898,0.02041830396361526,,,,0.003971947300627641,0.02695180127962705,1.7886329286083544,,results/source_records/t1/run/datasets/t03/summary.json,/records/73
t1,t03,gru4_behavior,983,long8,general,0,0.3100600297375366,0.42014468615506784,,,,0.026900549391498663,0.38291333109838793,1.2349651498857208,,results/source_records/t1/run/datasets/t03/summary.json,/records/74
t1,t03,gru4_behavior,983,reset_iso,reset,0,0.08588125173399482,0.32188226908074236,0.46102155194623395,0.09532841666131771,0.037390049562821576,0.01356007856547386,0.130266257469046,1.516818337400665,0.14224592246874335,results/source_records/t1/run/datasets/t03/summary.json,/records/75
t1,t03,gru4_behavior,983,reset_iso,reset,256,0.08600974279211793,0.32236385257551203,0.46157260319385107,0.09532841666131771,0.03607653224520603,0.01352439680385679,0.129711724308015,1.508105013422991,0.14187161895184092,results/source_records/t1/run/datasets/t03/summary.json,/records/76
t1,t03,gru4_behavior,983,reset_ring4,reset,0,0.0671074852755764,0.25151833720018685,0.39425334662558714,0.08167569250342131,0.04369455602834974,0.012697936564251023,0.1136921519776381,1.6941798893336877,0.155467755155172,results/source_records/t1/run/datasets/t03/summary.json,/records/77
t1,t03,gru4_behavior,983,reset_ring4,reset,256,0.06736069053095776,0.2524673485443364,0.39187647521663793,0.08167569250342131,0.044132365003027224,0.012976214035659418,0.11426132803196197,1.6962612338341383,0.1588748578423851,results/source_records/t1/run/datasets/t03/summary.json,/records/78
