study,dataset,method,case,wait,n_initializations,mse_median,nmse_median,difference_error_median,repeat_mse_median,wrong_ratio_median,repeat_vs_difference_median
t1,t02,free_behavior,reset_ring4,0,3,0.04152581589911345,0.16945325868137143,0.4923729697725408,0.008759514203428952,1.6344364363716029,0.10853448088119978
t1,t02,free_behavior,reset_ring4,256,3,0.04767686974338072,0.19455369549802454,0.9999939950820282,4.1043449456516655e-05,1.0000059418708356,0.0005085475492000471
t1,t02,free_behavior,ring4,0,3,0.013526987539444204,0.01850986701682908,,0.0025437787615323923,1.7390178206392828,
t1,t02,free_behavior,ring8,0,3,0.018386731840630447,0.025159774876095598,,0.0025650650969905207,1.3123375047895605,
t1,t02,graph32_behavior,long8,0,3,0.16920052241769654,0.23152820685293932,,0.02007668005777447,1.5650062388147021,
t1,t02,graph32_behavior,reset_iso,0,3,0.040952151271363764,0.16711232115955152,0.2787787421431667,0.01723027830104631,2.777001133651783,0.14809837488689204
t1,t02,graph32_behavior,reset_iso,256,3,0.04053863745695757,0.16542490667187162,0.28254780399768686,0.0170035170719908,2.7963728218122315,0.14614930773175294
t1,t02,graph32_behavior,reset_null,0,3,0.05870044018354082,0.23953727722768897,,0.01833447846090387,1.0,
t1,t02,graph32_behavior,reset_null,256,3,0.05966761285088754,0.24348399222030048,,0.019394451656630386,1.0,
t1,t02,graph32_behavior,reset_ring4,0,3,0.04626888105944721,0.18880815466967146,0.3537631882470902,0.011408625211855034,2.0439341832897773,0.14135820619505857
t1,t02,graph32_behavior,reset_ring4,256,3,0.04501564104585811,0.18369409249859942,0.35782211705619793,0.012341960166959959,2.0945353105502553,0.15292266313730965
t1,t02,graph32_behavior,ring4,0,3,0.01124884863647801,0.01539253967274684,,0.0029491977293868037,2.503769055537678,
t1,t02,graph32_behavior,ring8,0,3,0.011493651512078276,0.015727519553484164,,0.0037943162983551854,1.964169752564072,
t1,t02,gru32_behavior,long8,0,3,0.09862465763085863,0.13495460774280404,,0.01884302692808337,2.2319175342573234,
t1,t02,gru32_behavior,reset_iso,0,3,0.02203114991299109,0.08990190955727508,0.17508429114359383,0.009628874134864867,4.89227608984228,0.08276248279038649
t1,t02,gru32_behavior,reset_iso,256,3,0.02129681675125952,0.08690533635289728,0.16846377985809602,0.009787638245636965,4.959478114744713,0.08412709840395337
t1,t02,gru32_behavior,reset_null,0,3,0.038728593918782216,0.1580387116204814,,0.01215090933522661,1.0,
t1,t02,gru32_behavior,reset_null,256,3,0.03821477903052012,0.15594200129005592,,0.012257354358421929,1.0,
t1,t02,gru32_behavior,reset_ring4,0,3,0.022554501348249458,0.09203753541362332,0.20939834935851012,0.01049604230362941,3.468935953889135,0.13005087682666147
t1,t02,gru32_behavior,reset_ring4,256,3,0.021446266565235295,0.08751519211224096,0.20956237511230208,0.010418195168903943,3.5533449596664837,0.12908631439097182
t1,t02,gru32_behavior,ring4,0,3,0.006280617693568124,0.008594182404064397,,0.0029124928554405387,4.127154068827292,
t1,t02,gru32_behavior,ring8,0,3,0.008261199723092513,0.01130434310137544,,0.002830683063891898,2.4455873960154544,
t1,t02,gru4_behavior,long8,0,3,0.3237417603770529,0.44299715031892534,,0.029931404157228825,1.2871234308026602,
t1,t02,gru4_behavior,reset_iso,0,3,0.08354733135474836,0.34092930495549106,0.4079868970474736,0.015840040340211577,1.7900031068328122,0.13614894614822864
t1,t02,gru4_behavior,reset_iso,256,3,0.08292266060852836,0.3383802281641507,0.4069317528407334,0.015150580985054875,1.7926880134632985,0.13022287761554155
t1,t02,gru4_behavior,reset_null,0,3,0.19686162168040977,0.8033278234457748,,0.02162933461385903,1.0,
t1,t02,gru4_behavior,reset_null,256,3,0.19703538766709508,0.8040369055445672,,0.021653042922106847,1.0,
t1,t02,gru4_behavior,reset_ring4,0,3,0.09138460290312576,0.3729106441366365,0.44882121423196675,0.017483756895790698,1.4927598392765733,0.21663193123140548
t1,t02,gru4_behavior,reset_ring4,256,3,0.09068765192479478,0.3700666153833838,0.45300241212138614,0.017584940874622892,1.4972942614316043,0.21788564808841424
t1,t02,gru4_behavior,ring4,0,3,0.020061463061337468,0.027451419789187054,,0.004317064184138508,1.8343551109065448,
t1,t02,gru4_behavior,ring8,0,3,0.016441418427859986,0.022497874547479296,,0.004602360165807094,1.448140238740259,
t1,t02,node32_behavior,long8,0,3,0.19050182625809498,0.2606761823516323,,0.015277022076878448,1.3404201690214597,
t1,t02,node32_behavior,reset_iso,0,3,0.04674216749669737,0.19073948166097204,0.3822049279849123,0.01443797853305119,2.235015113130145,0.12409788861430461
t1,t02,node32_behavior,reset_iso,256,3,0.19127090818294293,0.7805139521229019,0.6040180498031349,0.019942480974636564,1.2036755611530086,0.1714104074208186
t1,t02,node32_behavior,reset_null,0,3,0.08051557935484492,0.3285577176724012,,0.011260289801160159,1.0,
t1,t02,node32_behavior,reset_null,256,3,0.25539555155151844,1.042185626605712,,0.02525403122007332,1.0,
t1,t02,node32_behavior,reset_ring4,0,3,0.04793888829058757,0.19562290740145896,0.461181525511261,0.011661917480583059,1.7429879395120798,0.144496615958337
t1,t02,node32_behavior,reset_ring4,256,3,0.2056674387413174,0.8392614797512412,0.6032386583399313,0.025279855447994482,1.1335590998449003,0.3132292412661199
t1,t02,node32_behavior,ring4,0,3,0.012201924780428098,0.016696696465232006,,0.0026369425243074913,1.8039144880400613,
t1,t02,node32_behavior,ring8,0,3,0.01641813193933839,0.022466010113172192,,0.0025663050298977406,1.4375106803252464,
t1,t03,fixed_behavior,long8,0,3,0.07036982021594944,0.0953541353087194,,0.049516816913284974,2.3317648399501163,
t1,t03,fixed_behavior,reset_iso,0,3,0.03365369472834629,0.12613378826455585,0.4393561508076686,0.040024172361304296,2.449074679750101,0.4198556292349003
t1,t03,fixed_behavior,reset_iso,256,3,0.033192332366592275,0.12440460569127659,0.4432048115846363,0.040931741076339116,2.4780728987996388,0.429376071793589
t1,t03,fixed_behavior,reset_null,0,3,0.03143934620199398,0.11783442706747463,,0.03120462410472134,1.0,
t1,t03,fixed_behavior,reset_null,256,3,0.031016474290329332,0.11624950640424624,,0.03168398357428136,1.0,
t1,t03,fixed_behavior,reset_ring4,0,3,0.0286088606415552,0.10722578901901834,0.3270773371146904,0.02529735061367007,2.857684261481173,0.3097292454864755
t1,t03,fixed_behavior,reset_ring4,256,3,0.028133320342737567,0.10544346764698175,0.32793308413251493,0.025445444862954497,2.88922915361712,0.31154244406178266
t1,t03,fixed_behavior,ring4,0,3,0.01608235823525273,0.021792287638955934,,0.005143989509320336,1.577437384864997,
t1,t03,fixed_behavior,ring8,0,3,0.019635291639498263,0.026606665330012064,,0.004352708576537775,1.8464582655779627,
t1,t03,free_behavior,long8,0,3,0.10303076945454119,0.13961112734665015,,0.0009388017349065664,1.0069910910606217,
t1,t03,free_behavior,reset_iso,0,3,0.045476260478222175,0.17044467350541426,0.993682161901913,0.0015964761034688484,1.007493927058635,0.016747116540714195
t1,t03,free_behavior,reset_iso,256,3,0.04567394460778882,0.17118559209825512,0.9998606365576569,2.1040442680307026e-06,1.0001537589855807,2.2071532725713256e-05
t1,t03,free_behavior,reset_null,0,3,0.05390632484462893,0.20204048972803254,,0.001191078996504341,1.0,
t1,t03,free_behavior,reset_null,256,3,0.05355961809873813,0.20074103551864828,,1.3852195345665236e-06,1.0,
t1,t03,free_behavior,reset_ring4,0,3,0.041439728131568675,0.1553157814046912,0.9964912320174737,0.0006448397156232068,1.005040943748711,0.007895123945183508
t1,t03,free_behavior,reset_ring4,256,3,0.04260628894725571,0.15968804234398293,0.9999492483397158,3.901250582240787e-06,1.0000511557239877,4.7765136268386915e-05
t1,t03,free_behavior,ring4,0,3,0.01865566554456379,0.025279229805497794,,0.0003546744124201977,1.0213161388532492,
t1,t03,free_behavior,ring8,0,3,0.019200725830511082,0.02601780995389282,,0.0005293420013003622,0.9921573645023141,
t1,t03,graph32_behavior,long8,0,3,0.16596701692064955,0.2248924516173374,,0.012229209062632066,1.5035808793953245,
t1,t03,graph32_behavior,reset_iso,0,3,0.0325061742087312,0.12183289020808037,0.3220108803603829,0.010078299505921182,2.437385889445946,0.10572188082937863
t1,t03,graph32_behavior,reset_iso,256,3,0.032678901754874444,0.12248027171874516,0.32504201729524973,0.010548996373287774,2.409762234515069,0.11065951520800132
t1,t03,graph32_behavior,reset_null,0,3,0.02181324151182855,0.08175586093669314,,0.010374015441659274,1.0,
t1,t03,graph32_behavior,reset_null,256,3,0.021824931777382515,0.08179967596182018,,0.009964754516443266,1.0,
t1,t03,graph32_behavior,reset_ring4,0,3,0.03984827780613733,0.14935103786013065,0.33343394562344897,0.006467953228561859,2.255288234981868,0.07919067509946026
t1,t03,graph32_behavior,reset_ring4,256,3,0.04208840182886886,0.1577470054188299,0.3357377557637987,0.009710653379007554,2.209853914588307,0.11889281965501283
t1,t03,graph32_behavior,ring4,0,3,0.010031066462387168,0.013592526822008707,,0.0026657423828933247,2.2835436815105603,
t1,t03,graph32_behavior,ring8,0,3,0.009762629348829488,0.01322878297884539,,0.003274614572276149,2.818921853953782,
t1,t03,gru32_behavior,long8,0,3,0.09845449335318814,0.13341007625344906,,0.01505640362591929,2.0372999657283786,
t1,t03,gru32_behavior,reset_iso,0,3,0.02927667072008358,0.10972873604239779,0.28535379236084524,0.008970667041443723,2.711418325029548,0.0941027592361537
t1,t03,gru32_behavior,reset_iso,256,3,0.02693710644690757,0.10096006719203399,0.2798280697855213,0.009731405061468803,2.9300871451279975,0.10208294024270315
t1,t03,gru32_behavior,reset_null,0,3,0.01879831327903378,0.07045593317488766,,0.008006958308914866,1.0,
t1,t03,gru32_behavior,reset_null,256,3,0.020045643574971257,0.07513091750316782,,0.008234472488295954,1.0,
t1,t03,gru32_behavior,reset_ring4,0,3,0.023792228709353918,0.08917308968871722,0.23621778117584882,0.008634765478022007,3.2033087314869912,0.10572013794263581
t1,t03,gru32_behavior,reset_ring4,256,3,0.026257157099622595,0.09841162228298729,0.22443009471998646,0.009028463546379558,3.0695691648784678,0.11054039787910418
t1,t03,gru32_behavior,ring4,0,3,0.007044666845180766,0.009545826797607274,,0.002818662439654161,2.4449668889161904,
t1,t03,gru32_behavior,ring8,0,3,0.007147851530334444,0.009685646487351221,,0.002446222550782958,3.0902009693450543,
t1,t03,gru4_behavior,long8,0,3,0.30062451055031836,0.40735915152495233,,0.020432223111615428,1.2349651498857208,
t1,t03,gru4_behavior,reset_iso,0,3,0.08275187913559626,0.31015340471938485,0.485077164260335,0.01356007856547386,1.5075349064205366,0.14224592246874335
t1,t03,gru4_behavior,reset_iso,256,3,0.0827878475480233,0.3102882140517303,0.4880254632699097,0.01352439680385679,1.508105013422991,0.14187161895184092
t1,t03,gru4_behavior,reset_null,0,3,0.04524541487058114,0.16957946594853132,,0.014643569561743489,1.0,
t1,t03,gru4_behavior,reset_null,256,3,0.045229423254926064,0.16951952949640245,,0.015173907344448853,1.0,
t1,t03,gru4_behavior,reset_ring4,0,3,0.0671074852755764,0.25151833720018685,0.39425334662558714,0.010802976228832037,1.6941798893336877,0.13226672339973747
t1,t03,gru4_behavior,reset_ring4,256,3,0.06736069053095776,0.2524673485443364,0.39187647521663793,0.010858793663671316,1.6962612338341383,0.13295012666365152
t1,t03,gru4_behavior,ring4,0,3,0.01283931421641086,0.017397823403637463,,0.0030218551820204143,1.538978453980932,
t1,t03,gru4_behavior,ring8,0,3,0.015068380352695898,0.02041830396361526,,0.0036449411533897784,1.6149446041987978,
t1,t03,node32_behavior,long8,0,3,0.21456214695987927,0.29074094449234517,,0.016755486969858683,1.2209841041642866,
t1,t03,node32_behavior,reset_iso,0,3,0.040750326650909434,0.15273190997266384,0.5193308835755179,0.01588030262120862,1.7409549737340684,0.16658519230029883
t1,t03,node32_behavior,reset_iso,256,3,0.09548960064497823,0.35789428668810336,0.6576952679676228,0.025535425943442158,1.264912839610543,0.2678679331700671
t1,t03,node32_behavior,reset_null,0,3,0.03815098103322486,0.1429895826468244,,0.010848067563378088,1.0,
t1,t03,node32_behavior,reset_null,256,3,0.0836225379922629,0.31341662739861564,,0.016893565392830424,1.0,
t1,t03,node32_behavior,reset_ring4,0,3,0.04140669731099906,0.15519198214396923,0.41993503698844636,0.012841980363042802,1.904959526962367,0.15723136185842396
t1,t03,node32_behavior,reset_ring4,256,3,0.08889776649337305,0.3331881431319455,0.5035603667443417,0.016844298193894682,1.3340807848006981,0.2062339195127007
t1,t03,node32_behavior,ring4,0,3,0.012103739763217514,0.01640108835835539,,0.002348161538777901,1.5112790006836037,
t1,t03,node32_behavior,ring8,0,3,0.014115548398188371,0.019127175652675087,,0.0024298289542302553,1.6039233513183553,
